id,lt,lg,accuracy,speed,time
147413,35.6888605249836,51.3306697458029,1,0,2018-10-16 23:58:40
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:00:00
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:00:05
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:00:15
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:00:30
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:00:40
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:00:44
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:00:55
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:01:02
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:01:05
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:01:15
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:01:31
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:01:41
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:01:56
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:02:06
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:02:16
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:02:31
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:02:41
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:02:56
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:03:06
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:03:16
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:03:31
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:03:41
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:03:52
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:04:06
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:04:07
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:04:16
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:04:31
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:04:41
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:04:56
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:05:06
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:05:21
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:05:31
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:05:41
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:05:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:06:06
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:06:21
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:06:31
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:06:41
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:06:56
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:07:06
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:07:21
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:07:30
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:07:36
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:07:41
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:07:56
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:08:06
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:08:22
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:08:36
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:08:42
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:08:56
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:09:06
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:09:21
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:09:31
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:09:41
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:09:55
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:09:56
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:10:06
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:10:10
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:10:21
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:10:26
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:10:31
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:10:42
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:10:51
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:10:56
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:10:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:11:06
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:11:21
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:11:31
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:11:46
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:11:56
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:12:06
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:12:21
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:12:31
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:12:46
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:12:56
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:13:06
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:13:10
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:13:21
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:13:31
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:13:46
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:13:56
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:14:06
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:14:06
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:14:21
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:14:31
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:14:42
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:14:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:15:07
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:15:22
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:15:32
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:15:52
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:15:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:16:12
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:16:22
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:16:37
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:16:47
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:16:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:17:12
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:17:19
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:17:22
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:17:32
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:17:47
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:17:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:18:12
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:18:22
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:18:32
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:18:47
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:18:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:19:13
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:19:22
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:19:32
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:19:47
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:19:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:20:12
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:20:22
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:20:32
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:20:47
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:20:50
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:20:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:21:12
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:21:22
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:21:37
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:21:47
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:21:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:22:12
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:22:12
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:22:22
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:22:37
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:22:47
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:22:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:23:12
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:23:22
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:23:37
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:23:47
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:23:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:24:12
147413,35.6888605249836,51.3306697458029,1,0,2018-10-17 00:24:13
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:24:22
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:24:37
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:24:47
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:24:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:25:12
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:25:22
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:25:37
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:25:47
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:25:57
147413,35.6900336289243,51.3223696500063,1,0,2018-10-17 00:26:12
